"","ID.TRACT","BIO4","alt","Pop.pa","HHpop","Province","GEZ","pop.d","tprec","a.tmin","a.tmax","S.DistToRoad","X110010","X110020","X110030","X114000","X210000","X230000","X312000","X313000","X321000","X322000","X323000","X324000","X400010","X400020","N0","H","Simp","N1","N2","E1","E2","J","Do","Expo","Slope","RELIEF","TEXTURE","DRAINAGE","SOM","Stem","sum.BA.tract","dom.dbh.tree","dom.height.tree","dom.WD.tree","mean.dbh","mean.height","mean.WD","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","FOREST"
"105",201119,77.6576924211714,1182,0,0,"North-Western","Tropical moist deciduous forest",8404.017578125,1091,13.1666666666667,27.6916666666667,3449.13231025466,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,26,2.58152263116606,0.882977162697442,13.2172478394505,8.54534057668199,0.508355686132711,0.328666945257,0.792340742835608,0.207659257164392,335,2,"1","5","1","2",71.5,12.89249808,71,29,0.992,30.8531468531469,18.7692307692308,0.719260945188252,-82.3464054065342,-33.0949448656749,78.7215444556099,61.4390251694463,27.6519142511505,9.91395185599524,19.0004539416177,4.45251516272022,-33.1476079526336,-34.44774155476,16.0913874032143,-2.1091144304547,-9.3813843734478,-18.0775096925695,-0.113510800251378,-46.7734556316963,-0.121839699808587,20.1636387022348,17.8409777128803,-75.9824873738681,70.0954525147638,14.2551084207625,58.2516450521845,30.7884568045924,8.94837074950774,-47.4618129831898,1.88783913724578,-62.6319147266304,-35.5583411452622,-12.107802380268,11.6653148693609,-20.7382646179403,-11.0821434108732,37.3370504258454,-25.7119886725083,-10.4807383798994,7.63802591029899,-27.6978501041491,-35.7553095888922,27.3976358258736,-22.7737558487035,-12.4604199948791,2.80139855592238,8.22238626790187,-13.9026985546254,1.49978427139011,-18.2568566077007,-1.8511608776182,12.1049721032924,-11.8894684962171,11.603454957302,-23.9858529979487,7.9178025895333,-20.7700912906849,7.8205258410859,-9.21397023479732,19.3482463339243,10.4565622805508,42.0377807408916,10.9327741134715,3.24007231952207,-0.658252376483485,1.30381748761005,-7.63489097747789,-0.510043754540546,-3.68196948965239,-0.808044069270516,9.37974776201842,13.1305961447737,17.997961368611,-2.70239185460438,14.5479647326527,1
"106",201120,47.8522694747828,1182,0,0,"Copperbelt","Tropical moist deciduous forest",33793.53125,1072,13.3083333333333,27.425,44245.4222762785,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,29,2.57168510844113,0.870018903591682,13.08786033321,7.6934264107039,0.451305528731378,0.265290565886341,0.76372413897815,0.23627586102185,195,3,"1","5","1","2",57.5,9.5123721,50,28,0.975,30.7565217391304,18.6491228070175,0.684433913043478,-53.5921889685331,-69.2822728397272,71.7425538243835,42.4204660957624,20.5957149044743,-39.9181644480787,-29.3145735794317,32.6686789769902,17.3175308785325,-1.33651386498913,16.8886116034242,2.24496169935857,-14.7827535208932,-2.58504380796657,-0.473020703558349,-34.7158346147113,-11.232254922884,31.7126373045491,20.0315357596684,-56.2655041792435,55.0823135738118,20.2544857350941,62.5150648567328,0.966517393647208,-24.3451715160815,-50.1051114616847,13.600757553666,-69.1777471903045,-22.6034266756158,-48.6566877944118,15.1343291278663,-44.9156436475422,-37.8357592982934,37.1264044360688,23.5073781497418,5.43649883578389,8.31535070048539,44.5992005141962,26.038651077897,-15.9674125368925,21.3811239611012,15.5880679455591,14.2353853913298,-8.3685504526845,21.5610750386942,3.29571357771988,-31.9028649406263,-9.53491757444802,9.18299243833061,-1.65417719110149,-31.9847342308813,-28.0746503831863,15.02561529144,-17.1332649425641,26.6322878076686,-5.64535550171522,-14.7067437157941,11.6093588291958,33.6121617009516,-10.3274218112895,-22.407585504698,-8.49444742633132,-6.30012444648797,-14.8243112244726,4.87753581982194,-0.841446998821012,-6.76181313719561,9.66972291171133,5.01912191794251,-11.8186341838819,10.1955414751202,-21.9272848049432,1
"112",201127,38.8272626702876,1017,0,0,"Central","Tropical dry forest",19637.224609375,969,14.7583333333333,27.7,3986.51973131103,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,25,2.29800150487603,0.810483870967742,9.95426900490732,5.27659574468085,0.398170760196293,0.211063829787234,0.71391430732502,0.28608569267498,90,12.5,"4","2","0","0",124,11.18354622,58,18,0.992,21.7056451612903,8.51209677419355,0.680159857286895,33.8789253784646,-6.23966391987253,-59.4439808645023,70.0369912310665,-24.9652641946236,22.1273484120284,79.4756760288905,84.9804007684331,26.2535843748577,20.835909457899,57.5424730516349,-15.0616489466527,27.7077356461435,55.4461220398611,-21.5649022165866,-35.4816031735977,44.1275340812684,21.1816832406521,9.50332947105092,-0.735998204419076,-1.96877704341928,-3.32482703969498,-1.23527979737233,-26.3824422378037,-1.36267506437242,3.27885452312388,-5.96068930830505,28.7749761269671,-45.101102883732,-3.44110099778572,6.92608154667887,-12.843443061365,10.3238869631801,17.0510045287973,37.0799754779766,-1.04604727319678,11.1129572949007,-18.7721043514018,-1.13267095317597,-13.2346175693819,19.3751798458809,7.49030889131453,-49.193505337165,34.8228941611432,-28.460072026862,-23.2648303455966,41.605396411733,7.55131569170634,56.4083230289211,1.43981019853144,20.1666340729633,0.685558651487767,23.8551866622401,-45.1236600047903,-3.96125607942398,62.365821202905,-14.8487051449191,17.4927279289334,-0.15812223782849,10.192103808161,-8.4680899239211,-26.4349222088934,53.2390317970414,-1.93689557346122,7.37378628744512,-0.727848361901613,-11.5202241002428,-10.4173910058822,-2.61223365736502,4.0900685253931,9.74272124361595,3.97122190351866,1
"113",201128,35.5065769856985,1049,0,0,"Central","Tropical dry forest",11362.111328125,968,14.8666666666667,27.6,31997.0833165874,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,23,2.41236551477056,0.874673008323424,11.1603298701172,7.97912713472486,0.485231733483356,0.346918571074994,0.769373294492171,0.230626705507829,200,11.5,"2","2","0","0",72.5,8.5369053,93,25,0.99,24.9172413793103,11.7793103448276,0.676144242496,41.2624292700418,4.72310652983899,-74.0979232759767,107.318933469635,-21.5072630550797,16.9691722158288,29.1778577854699,81.3199026743292,32.7374326696346,-14.8411824860285,27.6831649041756,-64.2784952337834,10.3857092353534,9.74852529345916,-4.04055407069149,-14.6813901527691,10.3502460792335,-6.03107113043894,23.977613450884,0.918922639714434,-30.6919524115806,20.4850741350261,-2.86286365579175,-8.19921057730449,55.588908874433,-16.0310448796858,0.293866177638706,-5.6373379867961,-1.16392186394085,-28.3266415144924,37.0893114429324,28.5335556837928,4.85322709320122,4.08864592423217,-33.1758407442777,0.27602426297081,34.1690210480322,4.65594365523491,7.41634459101666,-15.055876423146,28.3997170718509,31.0697465440873,-39.0342957357586,54.4664348141709,-14.900347334052,-44.9719922064239,9.13707894116891,3.20489821303473,58.6692125343684,-7.73765918298008,-4.71738504300609,35.0531174549035,10.8694331790764,-26.0993589756134,6.62110350709985,32.124432140259,4.73770531751312,12.4862118111497,1.26489063240874,7.38447019127,-15.0484984213145,-6.37064658121963,-10.64770064363,3.51568193721332,-0.913587763347075,5.16052923044527,-5.64228104216328,-5.73853815531948,-9.6130754203473,2.67408708745852,35.0854005606433,-12.2669301900878,1
"115",201130,55.4318830383427,636,1,NA,"Eastern","Tropical dry forest",11937.0732421875,915,16.9166666666667,31.025,4285.62372524413,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,15,1.24575170626481,0.477828168304359,3.47554640764095,1.91507840772014,0.23170309384273,0.12767189384801,0.460017951571863,0.539982048428137,315,4,"1","3","1","1",63,11.99211552,75,22,1.1351,31.824,12.056,0.88495,43.5279377736166,12.3838266887426,-74.8705319656309,121.597100035143,-14.5603249082298,5.66314916556735,-67.9515327175277,1.96550156393819,-2.40834860850761,-45.2990641601038,-49.7782996054333,-19.4422684353336,-44.4541380073589,-76.9512142485148,26.5642573149918,31.6267268781884,-23.8829545632086,-16.3656125581402,-5.06659257701548,-0.538030382271435,14.9919203791156,-32.899676422419,-3.16290499394455,37.6400395335819,-38.3181426431587,5.89138320418054,0.943618538189941,-25.2438836851788,0.458777677627334,25.4305252193014,-61.6637837028914,-3.97072900596459,-59.1270907863951,-36.8233787891727,17.6650768737645,0.148894872776598,-20.0769974827196,17.5212878248697,4.68016264057917,32.660323269994,-4.92716367737195,-20.9478750686244,-12.036253912804,0.284579855004464,-12.8136660852504,-12.5548985850811,4.95135518449322,1.09935123044775,-11.5457707684137,5.6817009714052,4.9087358971063,-8.66020715046295,3.34644333882458,-9.61405504019871,-1.72967657205746,-15.1068523247653,-6.29122450342764,-0.535798917130779,-2.42816366878161,-11.1306658772065,3.23318590013921,7.2130450946881,-10.5800926178375,5.27187256910765,0.606545012601035,-2.39937166529194,4.54009963179618,3.88977249408925,-2.87332458164577,-6.16664627136348,-28.9023087542399,-7.95617692826602,1
"118",201133,16.8590752792418,1050,1,50,"Western","Tropical moist deciduous forest",14347.9541015625,1033,13.3416666666667,31.4333333333333,782.099131023032,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,14,2.28937035199053,0.880465378119722,9.86872190339996,8.3657770800628,0.704908707385711,0.597555505718771,0.867495497842894,0.132504502157106,180,0,"1","1","1","0",36.5,4.73501952,49,27,0.9082,28,13.4383561643836,0.734553424657534,-1.85304035897111,6.02600090079243,-4.65705681677993,-2.02974629705793,-3.59810300214015,-0.0260964129969591,2.04968417529184,-11.6573078426506,14.5570591299355,28.2685957528558,-22.3003276202219,-9.05934170653557,48.6739899969802,19.4310596602856,-4.58057716433739,46.8275004469255,-44.5685612532789,59.1777146291461,-7.29115600687397,2.02805314732122,56.1797016058444,-2.81177781853781,67.4843900486177,68.1605186130804,75.0435833975925,81.6634844653658,10.2440202970233,36.116474011901,-8.64684502377686,5.21891973883511,2.99103330847543,-20.1264176282502,16.8236474622161,-54.8496831117111,6.72335771268889,30.9204295309984,16.6726710523032,21.9185479126735,12.1872447497112,-9.60055896277358,-8.81073766894734,29.2955078968162,26.14784794342,15.6116802191611,-21.9767473789175,13.4121374666374,7.50965623748741,6.09399772877954,-0.581727127525921,17.6879205878905,-15.6411890580624,-16.3111130563632,11.2154118967903,-14.6392100616719,21.2787634395878,-4.96739221599835,2.09181765315708,5.35933101681863,7.11688734805562,-11.7043908722695,-13.4376225164625,-17.0080530391886,-6.91584606639172,-37.1863026637929,15.7125533754675,-4.52157575627954,8.96656864347229,9.4048683534233,3.48145800311635,11.6749914874715,0.748768258921538,9.46276746730808,1
"119",201134,77.1652760878281,1075,0,0,"North-Western","Tropical moist deciduous forest",13996.6787109375,1020,13.9416666666667,31.15,11698.3180040975,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,14,2.06186179820481,0.831964947482648,7.86059102948267,5.95113927135372,0.561470787820191,0.425081376525266,0.781287232780732,0.218712767219268,202.5,1,"1","1","0","1",110.5,15.78834642,69,27,0.992,28.4681818181818,15.3727272727273,0.693824451540633,-12.1059998084563,14.3204763454853,-8.3574239523508,-6.13271452854602,-13.4505029465556,6.60288313194151,-1.86963092321394,-13.3861827866597,25.9224226762025,53.9849500766706,-41.4185343551329,-18.4908700109767,72.9247091285016,20.6557027754719,-7.14762871616951,68.3352931163222,-55.521948085778,86.9630994101681,-1.60844666806381,5.04167085022448,68.2736286422114,-8.83200245322948,67.9099098165624,74.3276391108776,78.4478833398745,76.8145963020812,16.0005354304383,26.6540980232413,-10.6693372419826,-12.3193675289811,-0.860991680910875,-16.9372283198299,0.649667730070781,-18.4179904546251,-4.15109577729905,9.79916962937886,10.6275766458297,-0.226660224234655,-2.42176061575956,3.92756323518605,-1.34502464590865,3.74996689088786,-4.08156117229156,-1.21141165684818,4.16808141808042,-4.70006382232426,6.12430687763702,5.67331496958236,-1.49124310835325,5.99504381749608,6.52321932731836,8.94457112122511,-3.66153487000407,5.96530559288155,-2.22454715349581,3.06715698193926,-0.0465454471503877,-1.9807564115736,-22.7444912220611,12.0775992400533,10.7464230666869,12.5317339657121,4.08542141086385,17.781243391269,-7.9185756660585,0.972180557206713,-8.32220883413374,-1.59478899621911,-7.54397392859015,-4.77323868552055,-1.7246945092665,-14.1758815502474,1
"121",201136,46.0185045432551,1155,1,132,"Western","Tropical moist deciduous forest",47462.58984375,1013,13.4833333333333,28.975,34134.5334201277,0,5000,15000,0,0,0,0,0,0,0,0,0,0,0,15,1.95910772721089,0.799183673469388,7.09299535402229,4.97967479674797,0.47286635693482,0.331978319783198,0.723438482201517,0.276561517798483,270,1,"1","2","0","0",70,12.31852776,70,19,0.992,30.5285714285714,13.5285714285714,0.682589735527214,-87.2225475807065,58.5906130758845,-18.009226719444,-24.5068651765129,-62.766728863913,53.731277496922,-25.4493654275661,3.52805532277875,43.3527913952661,93.7605816955913,-65.1274393150758,-28.5369798778904,60.2962045333462,-21.4481038185045,-5.28454262539989,33.7264445645561,-6.16197828570835,48.9516778934066,25.4656421155835,14.3633226572193,-15.3233492597798,-16.8229877384538,-48.6812873481917,-33.2208616687639,-40.3748559933582,-53.0412466055332,7.98836689529247,-31.3817140047455,0.94986699837034,-39.0007800226136,-11.7045651574989,11.3466373499936,-22.7211806705627,50.6885907119048,-7.20098678690836,-21.9569943634728,-6.53029420107933,-11.3644615171315,-6.79879960521822,7.95798149491048,8.90886129050079,-11.3301099713107,0.0752731290934782,0.42186897095386,-0.0788036737576986,-0.863093061062932,-10.4397487867047,-13.0180227064281,7.26788529956778,-7.9308003269909,7.04338651758699,-13.5890771515186,3.24372408575257,-10.4219099235576,8.83968995204728,-3.33332034077948,8.47842621428943,0.936999756070637,11.6742425638419,-6.03569073341039,-1.91900237789523,-8.85548194867513,-4.04531528256099,-23.5837852874667,9.86675851429799,-0.541869254311645,-4.56946005796244,5.02820461822005,-12.4325740108657,17.528420270119,-7.20044895315834,13.5367584794529,1
"123",201138,51.8179680593437,1161,1,66,"North-Western","Tropical moist deciduous forest",17198.767578125,1047,12.95,27.9583333333333,6410.61941060764,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,39,2.84604220887006,0.884417009602195,17.2194956313561,8.65179207215761,0.441525529009131,0.221840822363016,0.776851185751643,0.223148814248357,198,1,"1","3","1","0",135,9.91119822,86,18,0.99,18.062962962963,9.44814814814815,0.65672546270737,-118.928411558028,41.8275022076969,21.8881364541227,8.99064054353169,-28.457353043308,104.385626712602,-11.8999400067349,5.26220247233335,-7.5350162367395,-35.425584248944,31.5229526002596,26.0716197018646,30.6175591063651,-64.7722138468602,4.10039446456203,-69.0039318024774,-14.1896669224836,-2.2062272648106,2.39595223721404,0.420616727913997,-30.4100542509863,0.763435869127241,-4.04484300565438,-9.39832379361636,0.135847678451614,15.3409798764596,-1.36016056586762,30.6462272103471,0.067660096758886,2.42091699970002,-25.5371123185292,31.3277393978022,57.9900747894489,-68.9472214227394,20.1600436979079,-8.79228889643196,-10.9115461635652,18.1834693343935,20.6093862605302,-5.27560451168173,4.69253356504832,31.596693652166,-3.84524717293065,-4.66544398227982,-0.944275632664646,5.41001034801286,2.23429346609937,6.86655468642803,-2.12291154568436,21.468905818113,-16.0626279612776,-1.6288346370644,26.2467351287929,5.53330951833487,3.40856351188247,-5.01640508181847,12.3926562775651,-0.446324304168998,-35.2382108315586,24.4053151333294,-5.20327942252349,16.5352435006375,10.3921627757692,29.9765375878563,-5.9253979449253,-0.133518800750276,17.8005246800677,-16.6551572201264,15.5790741069162,11.7205010523541,-7.89038187619947,-27.4715255531475,1
"124",201139,46.5359518224145,1187,1,11,"North-Western","Tropical moist deciduous forest",16093.865234375,1047,13.0583333333333,27.8083333333333,14470.4327349936,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,29,1.93338475718661,0.677899981969873,6.91286907056483,3.10462571879294,0.238374795536718,0.107056059268722,0.574165400013095,0.425834599986905,75,1,"1","3","1","1",123.5,11.48828142,60,18,0.99,22.7004048582996,11.8906882591093,0.666516860073522,-97.8736022683351,13.5897799321425,40.1215266642159,26.8202562661338,-1.55112722751859,78.7523915172566,-1.16405905044568,3.47179504792562,-23.5490450044373,-66.005614662041,49.7138644596172,27.3262993736653,14.9065109963959,-46.848387037845,3.40364456006211,-75.9985166280124,-17.7774142245449,2.94809706259474,-1.51609225204507,-41.3405286290735,26.8153801865054,13.056672200245,49.5966213865334,23.5737826375753,18.2764480101907,5.0949547555376,-2.6588684999545,-5.02826527542211,-12.5431007078873,23.3282984331361,-5.2347767032987,36.2291807608055,45.7382907983036,-26.8683613531087,-4.23497508416526,-35.8698905284792,-19.9624223230928,-40.0065833968433,-25.4226447260647,41.3040936964591,23.8486547974798,9.20459376939012,-32.2761544195339,-22.7503286511191,39.101196457921,-17.8325811081608,30.134670035061,-18.9819223905676,-8.59715818590874,19.2839822585259,-1.82255192270386,10.835058179753,2.34120888898256,8.45275218150723,20.288586768404,-7.32165364866736,7.32936176691613,8.65396430834308,-13.2101722012701,31.7647003747787,-6.66069309190604,19.5089142260099,10.3942267631504,36.5059087542897,-13.3944627715738,-0.371158013508724,2.79846835486774,-7.26083096878797,22.1545579835946,11.6965374905415,0.988845474460603,0.763878469881294,1
"125",201140,86.4118093878375,1183,0,0,"North-Western","Tropical moist deciduous forest",20545.896484375,1034,13.2666666666667,27.6416666666667,5897.55147412055,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,23,2.16301308778545,0.812722948870392,8.697303958311,5.33968253968254,0.378143650361348,0.23216011042098,0.689847577073101,0.310152422926899,180,3,"1","5","1","1",87,10.42822704,66,43,0.992,23.7471264367816,20.1034482758621,0.684149781499885,-63.2678225052126,-16.4766685269947,42.127179570714,26.1700735888038,11.3581258522673,34.9744134550592,-9.7438892780277,6.91949176072938,-14.2906033262314,-60.4030774724205,43.2494693250305,8.53110296353186,8.26602441490049,-9.08126049153587,-1.35309238616552,-47.1816131237173,-11.6987957419574,18.178120872611,2.26015459834721,-64.0222448300784,70.5833266344826,19.6858071050894,65.2082526307286,19.6789365977913,-6.27070710459067,-20.2607445662782,4.27976794677223,-42.945994328646,-3.76758093146256,8.03405492262743,7.7203132666162,24.1051856522681,-3.81702596164612,22.0730003619069,-26.2377187496036,-24.8866849341816,-22.4731164237082,-58.0322142009312,-31.7762720605052,43.5854807879021,39.3320499648232,28.5573817177684,-24.4412491827035,-29.035216676303,55.3206577400779,-12.7991287098613,15.716645830992,-31.9318439209158,2.24024856220537,2.40560749219056,-10.8446652503804,-30.0923938008213,-20.1729509923335,-33.0457954764877,45.4515475396842,-3.69993245648795,-16.4183710233179,14.6013859322489,67.0621226125903,-24.6822317965692,-9.42158314192051,-17.7360388054981,-9.13743279130695,-27.0356564511364,0.281746634977977,-2.09455573760613,-20.4439032658859,11.9450316813915,-13.3023255929124,-6.52127024862994,1.50457025850846,28.0822080230056,1
"126",201142,31.350352301319,1179,1,256,"Central","Tropical moist deciduous forest",4525.4814453125,1017,13.7916666666667,27.5583333333333,23894.5733617274,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,25,2.72698881244079,0.909979423868313,15.2867862651097,11.1085714285714,0.611471450604387,0.444342857142857,0.847186707661346,0.152813292338654,90,2,"1","3","1","2",54,4.90435176,42,29,0.9082,21.6666666666667,15.7685185185185,0.662956481481481,-10.98831191053,-101.871508585748,24.1965767429463,-23.107893376738,-17.7446622148539,-22.4807864614412,-82.3250249916414,28.7383893505049,39.2506739073375,-29.7597578971433,21.7227472095107,-31.6338829648221,47.988602442025,7.7243236049296,-10.7706977690732,-5.04118239881211,38.5853821374884,-13.4750123219795,-7.35151977396212,-25.6738919650325,57.1278487504674,8.41555348653423,-11.9530690794378,-18.5179402146875,-30.1327532188862,5.8696576438468,16.6862827318363,-23.1186843453158,27.8095114893296,-46.1759012480115,31.5950070650386,-43.032857143127,-27.7232044570714,-15.925583315084,57.4315525783729,-4.94241324687271,-19.1605850892148,43.7366125885087,44.2743031498518,-13.7973675461258,38.9139558083147,47.7693401214492,-17.904437372451,-19.4461331381275,9.4991876878758,6.53415990100044,22.1583808335406,-7.88835137485488,-17.457200416108,-1.58359176376798,14.7322262498743,35.5235023802659,-20.4183521490198,39.878523930261,7.91437335055436,5.02907003829094,0.129500746682746,-14.0527543967913,29.3768651438492,-3.67279523884202,23.7870829622876,5.9711971481893,-7.33274470723927,-29.8405555284188,18.1853158683226,0.210731796358552,3.80772881253974,14.5102615755282,-31.2692262812671,10.8795674626925,2.63255646080721,-46.0002132096844,1
"131",201147,87.9468498309538,1200,0,0,"Central","Tropical dry forest",8645.83203125,961,13.3583333333333,26.0333333333333,11875.1641656498,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,32,2.55012130159772,0.877110577073125,12.8086573990402,8.13739682539683,0.400270543720006,0.254293650793651,0.735809471096067,0.264190528903933,238,23.5,"2","3","0","0",179,22.3076384454,62,25,0.992,26.6588732394366,12.6564245810056,0.678467981338156,25.2696671240373,-29.9086354472434,-39.9064537164708,12.8300685937798,-33.5836341193042,29.454030016038,102.863220968991,42.1566683827377,-10.1380009538939,48.0080246674236,41.0127219382353,72.9815439003208,-11.1530719137881,17.5163341300495,-3.69891290785991,-1.20250780743823,3.66152897445722,19.6189277414084,-20.1472910367388,-8.41430896550515,80.3893537373032,4.10611461780472,-21.1970777900388,-46.1202726672601,-73.5275549145761,16.1735985808089,11.1128005892906,36.3097919991113,-2.99135123294261,9.21731628801557,-18.8235165412706,-41.766542487645,2.76732338666366,-19.7009710370127,-1.62425838380764,-28.1744957539846,31.874885205081,45.117240868305,-9.05527504014059,31.218796094639,15.7996452251297,-34.2002178715954,-31.2842656134744,0.155315160845734,-15.937050030101,-8.66745629592693,4.41204120879666,0.41215316729027,-4.85481090843736,3.31949538792178,-13.4156139650917,32.406971014703,10.8399883714001,0.988018843131615,36.7955818295669,24.6235164512756,37.7257465969592,-20.4654276833267,5.0687470040001,-16.9933957353113,43.8250718911734,-22.2880755860529,37.7400637708137,-10.6348346651036,-14.5634292134034,-7.80734909107418,7.83656163438449,-3.72203810142855,25.5760851195007,4.58746391195164,-33.1821546416284,41.0503574416741,1
"132",201149,43.2808997324928,626,0,0,"Eastern","Tropical dry forest",9584.486328125,898,16.9833333333333,30.1916666666667,5348.04897803529,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,13,1.41348994636436,0.569150309917355,4.11027504159154,2.32099505469804,0.316175003199349,0.178538081130618,0.551079085539238,0.448920914460762,330,6,"1","7","1","1",88,11.22721446,60,19,0.992,27.0397727272727,13.1534090909091,0.69592173833875,33.4478480219234,2.59737455692104,-60.4867210655857,84.5902298661556,-17.4812808223702,13.9062043003856,27.5363637235892,63.2706847867253,27.9814135166972,-17.1129116696208,12.2729821738005,-52.5854052910187,-8.27106972003663,-21.8398544389597,16.530758261605,17.8288884049979,-50.6420278303154,-29.4504899400854,11.4525405372443,-4.38388172762881,32.4758410463745,89.0174281166412,-40.2053771096365,-73.3160152469832,51.0379645802709,4.89494665114624,7.11990121163821,22.9285595853822,-36.883590459053,-18.4632665977216,40.5035286858372,-1.59932542707135,62.6218949279069,45.6360517738004,-14.4614514684536,-0.622237810102613,31.603749160218,-12.6503499501006,-5.81422489073128,-31.1889724109523,16.5913265938652,14.9653831645434,-6.87618528535288,5.3609703407156,1.68747241760676,12.8547557621174,13.2030559809803,3.33324994371526,25.1646681458046,1.51398676284451,-3.09217615983162,-14.7649127542011,-0.681152748508112,-6.73532729245507,0.383439794098623,36.5828826885781,-10.5159523495039,-17.0706302663159,1.38943176914845,-1.44748805930531,-4.92236519015464,8.48585977886526,10.8514878282751,7.60741499368039,13.2558573755867,4.29619104139842,-3.36231142194472,-5.87980557458971,-9.66876475752299,-0.850033938361434,16.2158886428257,-29.6738802785274,1
"133",201150,28.2573497791273,855,1,0,"Eastern","Tropical dry forest",15510.6787109375,950,16.5166666666667,29.4916666666667,251.149908019669,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,24,2.55664706808466,0.881841076145042,12.8925170328303,8.46317795875931,0.537188209701264,0.352632414948305,0.804469403151911,0.195530596848089,230,10,"5","2","1","1",110.5,6.3201138,58,16,0.992,16.9592760180995,7.16742081447964,0.686476872947647,36.6451061050784,7.26301511716255,-66.4736332916579,100.900120314544,-15.5124695570153,10.2607467826341,-8.18550031661754,48.8046889972034,24.7204659050942,-36.5157726329661,-13.4256770229072,-62.5959515690051,-25.0609761636146,-57.3803692858321,28.9477030291556,34.1563146190569,-65.0278260470263,-41.7556335551232,9.50238055381632,-2.9552320681659,28.7954241789597,72.1262984269926,-40.4884890553812,-42.677367466896,43.6390505288323,9.29604022069351,5.04142081665738,-10.9958016465216,-45.6804183399804,4.68440241354145,-10.8807958544627,12.307280257018,14.5468740821926,29.8166433636217,-13.2616466831938,28.4859237279249,-5.87369123061639,-4.68928685518858,11.8058755756946,-12.5934562911366,13.9007497680985,28.6419522289225,15.6065953670594,-15.844392171551,6.82571692036048,9.65364380446492,-9.98702726975195,-0.27625256153334,-11.1469104471837,-4.87459096477727,15.6131400346134,21.2896448139768,-1.24514911260925,15.662709283236,-14.8205112688255,-24.7126242949242,8.66669355657397,23.8661644788101,-4.88568471415749,20.4813734162917,-13.2710303140833,2.11824690943984,-31.2009672812219,-7.86029772059873,-3.67217407933347,-4.48540503896986,2.53071355405457,17.4889800763066,7.74667165446595,0.171518307144383,-17.2672942749213,25.0292677441974,1
"140",201157,18.0777502526128,1185,1,57,"Western","Tropical moist deciduous forest",18085.140625,965,13.45,28.8416666666667,12253.4643516955,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,12,1.80225797112927,0.725293005671078,6.06332282720677,3.64024222405725,0.505276902267231,0.303353518671438,0.725281962315576,0.274718037684424,180,2,"1","1","0","0",57.5,5.5382481,44,16,0.9425,22.2695652173913,8.94782608695652,0.675814300931739,-94.9691215032604,71.8927702229981,-34.061163025194,-42.5254331218939,-76.8224111072196,14.8862418191226,-31.9795663084224,19.5332566877486,37.9711047579167,83.7831127360097,-54.2874007967361,-29.1960534859903,-25.2568662288661,9.44742338678529,-1.82674704918792,20.7135323941063,32.7948304332751,-5.97367246431528,21.2842765260916,-12.4870996915736,-5.09804686913277,0.114038286757413,-19.518048875725,-25.0791221255919,-34.2646816713374,-36.0302940246192,1.26729221113214,-48.8687650844859,-8.1217301117452,19.9263257080843,34.98931462477,-17.7788371340113,-16.191592212515,7.64021295182347,-8.17325546471359,22.7446346442037,21.6379254534937,-20.2189823810909,-34.5122780541668,38.0036691716515,3.96078382925747,24.463421390462,41.0735333394804,25.1880923418535,-16.1980313425054,5.53953053422529,45.7773720138103,15.5185303858995,-8.29373747325883,49.0462915543195,-1.32564247182285,-6.14152138921288,12.35630735457,1.55250538606216,33.603714274103,-9.11795358059111,12.8410240938463,-0.701650897188976,-14.0730457680741,-0.0462443987435293,0.347886399185304,-5.48117672845492,-5.10408865129066,-17.7888510560205,6.64214421267909,2.18747603235255,-17.3597639436075,12.9325957714443,-23.0175160058914,7.57671126778852,-3.47715777611331,12.2014814916064,1
