"","ID.TRACT","BIO4","alt","Pop.pa","HHpop","Province","GEZ","pop.d","tprec","a.tmin","a.tmax","S.DistToRoad","X110010","X110020","X110030","X114000","X210000","X230000","X312000","X313000","X321000","X322000","X323000","X324000","X400010","X400020","N0","H","Simp","N1","N2","E1","E2","J","Do","Expo","Slope","RELIEF","TEXTURE","DRAINAGE","SOM","Stem","sum.BA.tract","dom.dbh.tree","dom.height.tree","dom.WD.tree","mean.dbh","mean.height","mean.WD","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","FOREST"
"155",201172,0,1040,0,0,"Western","Tropical dry forest",15408.5009765625,999,13.375,29.7666666666667,9342.63988891904,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"1","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"156",201173,0.690154103835475,1042,0,0,"Western","Tropical dry forest",2509.66845703125,1153,14.2416666666667,30.1833333333333,791.22642036354,0,4620,4640,0,0,0,0,0,900,6840,0,3000,0,0,3,1.09861228866811,0.666666666666667,3,3,1,1,1,2.22044604925031e-16,0,0,"1","1","0","1",1.5,0.18802476,37,9,0.6977,27.3333333333333,8.66666666666667,0.636466666666667,1.02781451340677,1.75585416770479,-1.85430901363531,-0.290954956122798,0.253138264515976,-1.96896575435319,1.97436280903807,-4.80585409649979,3.5525758984095,5.40045173861826,-4.33272221794882,-1.05435653958223,9.53547700696481,7.42129752309113,-0.817210857961573,9.0672655973606,-10.0344822337368,7.8295740409537,-4.74917110856712,-1.81134952309986,11.0883834746951,1.95350007503438,15.9737743348026,13.190114034601,13.4785563474772,14.6596018943514,-2.71086099667276,6.79762345679629,0.503252257013301,17.0953727953868,5.55545079626376,2.11779431298251,12.7380183735428,-20.4022260120414,11.5029402943924,5.42143693812304,-1.00896073524928,14.2995219840277,11.0574731985962,-7.8081219600378,10.8223789265463,-1.02022151652871e-05,39.5952596641737,23.4771869782874,-31.2796526421165,16.5251553713401,-3.80222960733164,-104.950274162372,9.04361590811093,-59.3623943333372,13.5878579673511,-27.0438226594229,-29.3946372328316,-34.6937439037694,42.5183805107882,-0.8610121779266,-5.80897505699874,20.4795796469858,-33.475429949658,35.7566615393136,68.9304026248792,11.7910938286192,-9.94259376343074,-3.13206842947808,-5.19330660033906,2.45401038243797,-29.4746826613087,27.9126007837277,-5.08823616640037,-26.4265578442327,19.0381707135062,16.480237088937,0
"157",201174,0,1019,1,105,"Western","Tropical moist deciduous forest",7359.91015625,992,15.125,30.4916666666667,1142.14800946174,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.5,0.5,"1","1","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"158",201175,24.1603696616983,1070,1,NA,"Western","Tropical moist deciduous forest",17548.1953125,947,15.0083333333333,30.25,3369.06952444891,0,18480,0,0,0,0,0,0,1520,0,0,0,0,0,9,1.68884412492607,0.732592592592593,5.41322008141699,3.73961218836565,0.601468897935222,0.415512465373961,0.768626085082992,0.231373914917008,NA,0,"1","1","0","0",45,5.94995478,74,29,0.9082,26.4111111111111,12.3,0.705303909947111,-17.6805821170575,20.0828565095751,-14.7254639075328,-14.5568378538892,-20.9665989208984,-20.1998231392872,-2.38580011804095,-0.24230925134737,10.5085959031189,33.4988530336824,-27.6095084737107,-20.0112878477381,-11.1736605111368,28.8495044855999,-2.97492536791093,20.8633740633371,9.46769449740596,-10.1314059907069,-18.2972597421935,-41.9048684305329,36.8724733631884,3.63094947383435,22.6171640387849,22.1060322635779,14.9479061090201,-35.5761949267522,-18.5141809918259,-7.01508322021061,-0.183395542054218,102.157024964931,37.1652581549957,53.7202017762937,46.0456121336487,-32.7088261665492,42.8687347118003,-21.3619720737206,-6.95775744416985,28.8447296041138,30.4048468053108,-12.536922855104,56.9654878013743,-36.4710256584548,46.0231326845757,26.4711389526691,-25.9517987194169,5.42588158566536,-18.1537318948828,-66.0381224597294,9.64607400856783,-32.3036341372996,16.6805501536481,10.6120107621804,-4.64402563273978,11.6854778242388,-31.5744405653375,7.2111208090691,0.870679545869669,-16.6416631626192,28.1803358374059,-25.9424967877972,-47.9002444017144,-2.10105343015679,13.6093216054517,20.4202509053225,-5.97724949405293,-2.95702093078593,27.1617738427593,-31.3782988783251,7.85585328419959,18.5428608821455,-20.7059352066965,-12.1524694159545,0
"159",201176,3.44033342077933,1113,1,42,"Western","Tropical moist deciduous forest",9770.9765625,927,14.35,29.6333333333333,7089.264747295,0,0,4280,0,0,15720,0,0,0,0,0,0,0,0,6,0.93672816962586,0.481175390266299,2.55161928057533,1.92743362831858,0.425269880095888,0.321238938053097,0.522797945658092,0.477202054341908,270,1,"1","3","0","0",33,1.13592402,28,15,0.8445,14.1060606060606,6.22727272727273,0.734343939393939,-52.963687535677,52.2263224675565,-37.1173063487492,-40.8041212171952,-54.8485460831678,-57.4039698703532,-8.78935310558607,14.7778532296673,7.10143541565095,47.5748701853417,-40.5642703948904,-36.3049766269345,-60.1548715059583,39.9879115579274,-2.77076141770518,11.2840021931919,49.1066348824602,-44.6384769745237,-15.0494601843811,-59.8854544664475,49.9547390349332,8.12580796520622,16.3439910567971,18.3914706474713,8.30913390878145,-63.4581875165856,-21.9905955684944,-4.9375650847867,0.604031885933245,97.2742548553105,30.4966686104316,52.9429973353676,36.5278860936263,-22.0498641134577,25.8406628721435,-13.1448852485873,-2.27952599247766,14.7461840827025,16.7931143999707,-8.76833307351835,17.0255697939418,-10.1135458224995,-5.39672471628127,-3.62435791514237,5.87508360112016,-4.51100537861645,3.5972880864697,31.4057083931531,-8.0585238217637,12.1690336391945,-24.2635979927433,11.7624871258147,18.2195485139975,7.18397755496275,-22.1798144560094,1.21273207397058,-3.31404759446081,1.98710879194119,6.41521235818285,-0.662861692217804,-5.39876882872618,-2.44408677940411,-2.34746334099916,-9.07991365502207,6.07825778302424,-1.7909093220196,8.9388503113157,-0.367104078226003,15.5612881308831,-12.053463271394,11.2435800449907,-3.15199159742552,0
"161",201178,37.568468139926,1179,1,71,"Western","Tropical moist deciduous forest",23203.4765625,910,13.25,28.4416666666667,21241.6858276787,0,7180,10000,0,0,0,0,0,2820,0,0,0,0,0,17,1.92541245457215,0.756542498085672,6.85797668648409,4.10749306197965,0.403410393322593,0.241617238939979,0.67958611680672,0.32041388319328,90,1,"1","1","0","0",74.5,9.17245098,85,19,0.992,25.6711409395973,11.1140939597315,0.664157673138591,-86.8127390400404,66.3633039220257,-36.4556572010976,-46.0277510825656,-58.9399393014375,-10.3008369769852,-29.7140650324915,31.8215723056996,10.4898292401199,4.73795654317846,11.1200541274107,7.33251913826415,-90.1844170403199,17.199687346967,5.71131650351752,-11.7107612979983,31.2402782470948,-39.4430395356279,14.252828637521,11.8273358555579,-25.0152277897518,11.527242717162,16.8373413460329,-5.74131201600723,1.68477139859339,68.7112281840352,13.6804110099856,-10.4780578781207,-11.4440724912132,-25.1418257884007,22.9756166611209,-83.4498205383366,-34.3995491566149,-18.0569922608654,-28.6041594426082,51.4888627151943,23.8659543142019,-13.2349354955208,-22.4799971636416,9.11322606201425,-25.5145965432923,17.6248274464005,6.43877806267361,4.37797399791017,-4.29888412045723,2.60955725147502,-1.30271344790451,-7.21181509703595,4.27668013122221,-13.1478571160932,22.2806986878579,2.49034595829311,-36.2270793749629,-3.96212470888543,-3.57013718437388,10.4701734766292,-19.671242588026,-2.20243439176631,24.2602606068798,-14.1129932093201,8.35935067948798,4.51619499551705,6.67303078282213,33.7108866665078,-28.5082325070534,-2.97908227065807,-5.58100249340013,2.24378275894767,5.73310828297347,-23.8499769335928,-3.12475034021467,10.7044045298764,0
"163",201180,4.15527592487656,1074,1,601,"Central","Tropical moist deciduous forest",4742.84326171875,906,13.4333333333333,28.3166666666667,946.109125110454,0,0,0,0,0,10000,0,0,0,0,0,0,0,10000,6,0.99730663840292,0.469529085872576,2.710970363202,1.88511749347258,0.451828393867,0.314186248912097,0.556607432822772,0.443392567177228,315.5,1,"1","5","2","0",19,1.17283782,47,16,1.059,17.9210526315789,4.5,0.828573684210526,-48.0049833941154,23.5930944134245,-14.8453846991503,-25.1377670317296,20.576966366851,56.2108052020966,-40.7864864294142,27.6552449811488,14.2685236043819,-69.888481917394,82.5835971478611,54.3715571974129,-52.2740887932353,46.902842318,5.50470649186709,52.8340481663721,-38.5518589968395,18.9003096938465,-17.2088227311499,41.0429693858737,-23.0400483302316,-12.4683700426078,3.07714619345837,15.3733890204384,21.5310897859494,27.0326775916422,3.64386166954538,-5.54918837434169,8.54195764011605,21.9143764564901,18.2077269471003,33.0706366729143,-21.8348611772451,68.8154748476912,30.8239509849507,-26.2520290491069,7.17664112963184,26.5567684179289,17.1528788066274,-20.6987614013365,10.1655208826827,-63.2162320618177,-0.166557778540589,7.57156275314602,-10.8715657317278,-7.10540469668084,-2.550497831662,15.6887197872762,-7.66336095204363,-3.89456370268521,-7.64753005852275,22.6584573942349,7.83952441471071,13.5334654472479,-18.2307454307974,2.00551333977835,-2.50248509388225,0.364805940456683,-24.5113006460258,-3.02565268014487,7.23275686563646,-12.9428831724773,-12.0786233403029,-43.0178987947858,20.7751995076914,-2.33981958592074,1.94729873384607,24.7424156653467,-1.370599795623,-7.52489907198161,15.3933554814777,-1.86944470479363,0
"164",201181,33.0454006685972,1184,1,NA,"Central","Tropical moist deciduous forest",20287.31640625,938,13.2083333333333,27.7166666666667,4515.90665725124,0,0,19000,0,0,0,1000,0,0,0,0,0,0,0,18,2.15832282186096,0.826250672404519,8.65660680476331,5.75541795665635,0.480922600264628,0.319745442036464,0.746728449710549,0.253271550289451,238,4,"1","2","0","0",71.5,7.82980968,65,23,0.992,24.013986013986,11.4755244755245,0.707267291908252,-25.9251838021038,0.365600442592917,-11.6034357733701,-24.8349668472063,30.308169515598,44.195066334762,-44.0360454014077,19.570395818377,12.9586906725271,-78.2846352644488,74.3236582132913,25.4820102041518,-22.2209259656541,69.765244845496,-2.49032262625616,74.1614012199272,-25.3192737107681,30.5838554744303,-20.8311643446661,18.7849177726013,24.6552021375482,-12.3307764957346,-12.1455440434863,3.25737163984264,-9.3638206577472,-15.8128680757169,0.437764813805705,7.52078344273186,41.1095420204058,29.8909159860263,-0.58808912533635,72.4251537852507,-36.2163827793528,63.5115553075407,-15.5638295424985,-0.784462385037053,-9.66995561688479,-12.53630796211,19.4564938803533,-36.0483476941864,-0.761743394139116,-1.59562210132594,2.15102942050168,7.70282525192036,-28.0522336592201,18.0589198859075,20.638567400697,21.2767820600643,-9.32296055560969,25.5488308493777,-33.9037971460213,-16.8649348678381,1.24991230194496,-27.9587762628151,8.49814716134017,8.08125547982283,-15.5879762312462,-3.18779764759966,-44.0270452910474,-30.7095464441933,25.9977866897445,-20.8050804043184,-5.55995941640091,-13.7506730822427,-10.2839026986384,-6.97121866584354,14.5040619987259,10.3097020539999,-10.1038997059117,-7.53328404716802,-27.2996625665576,19.5002157660279,0
"165",201182,9.66800357709205,1202,0,0,"Central","Tropical dry forest",7282.88818359375,945,13.5833333333333,27.6666666666667,3499.44783036059,0,0,13580,0,0,0,0,0,6420,0,0,0,0,0,14,1.60188684413208,0.620740740740741,4.96238684695447,2.63671875,0.354456203353891,0.188337053571429,0.606992059685804,0.393007940314196,190,3.5,"1","3","0","0",45,6.20340336,53,17,0.8208,28.1555555555556,6.11111111111111,0.635350042116444,-5.15906265421092,-28.8848892830284,-8.80479338658962,-28.6353065089225,13.6160909964762,24.996037873203,-45.8727431515733,4.43999811304982,8.10866094989358,-69.3779120690346,38.5619582555779,-29.2459669512461,14.3344618731739,72.6109080944546,-11.6280986757797,59.1624916192075,8.85979753591583,25.9604782240995,-8.16606386038269,-9.80099192386789,50.5614745820658,-2.42043262055328,-24.8842690487969,-28.1197268907802,-52.9201160082895,-12.9038341123832,5.03406889871046,24.318122199413,54.7998498511426,13.7360000582758,-21.0750636619718,53.8652816722876,-28.6019514752572,-3.77203192046159,-58.4256402697012,43.7694188874684,-4.3827593531547,-36.5947616967754,2.27425656173489,-20.5778175354817,-13.5559814659995,47.3859545664937,21.8963916222203,14.0054852849957,-28.4261377940686,22.8089046299425,-7.51429528943521,13.7651337222126,12.8257254652089,13.912278319379,-3.53977999829735,-31.7408240586818,3.75747019476375,-28.0115445210775,-19.8227233531532,8.78848342082862,0.172105053151705,-10.9640038348203,-34.6156564919117,-9.40744740621921,6.91663031114697,6.66666947399098,14.315910142403,52.8490861358793,-30.9173013503532,-0.220918984883242,7.06739386748242,-24.3953868452217,16.072681213843,0.71531628105608,-20.5875067068807,9.24274328643641,0
"167",201184,20.8838078888504,1157,0,0,"Central","Tropical dry forest",14302.1640625,888,14.2166666666667,27.35,182.389369109114,0,0,16740,0,0,0,0,0,3260,0,0,0,0,0,14,1.83960281660231,0.75968809073724,6.29403787715483,4.16125860373648,0.449574134082488,0.297232757409749,0.697068152312745,0.302931847687255,223,1,"1","3","0","0",46,7.0218687,74,22,0.992,26.054347826087,6.34782608695652,0.698102173913044,16.7202729591735,-95.338307497288,-21.0413478729116,-64.7956304942152,-35.9445828410525,39.8458041227719,-27.3166104454221,-30.511127632781,-36.1026119589901,-58.2493490472919,-28.3591694338672,-93.4874029735612,-0.222071371381213,33.9632488477743,-9.12971339379312,-1.12662492782972,18.1797708128503,23.2875384794174,40.2644865613733,-15.4255684228264,-36.7970984997907,8.5538701577231,15.8520587111204,-29.0697808037961,-17.028673926485,6.99523444213248,-3.69616807680784,38.881987673614,-43.2821195285848,12.215027755439,-33.5855303467038,-20.5976143721116,28.9663529408315,-13.8469885356216,-6.72648297298408,2.38132224050595,38.3451573427144,10.0072514019,-32.3674444847831,28.5202942798083,-3.40068757048145,-68.8713577091922,-1.37765550669501,1.63874709604499,4.53091832922228,-14.9610184665492,-33.9725270202121,-1.51782770433535,-0.413983528821153,-10.8207043067078,-21.9498271000148,10.1702634270951,26.8282565443775,9.34338991806897,21.7671091895759,-14.4752459619821,11.1206161921446,11.843786803625,-6.54114062808921,18.5353254915465,-32.0073904485129,0.641337384593183,2.72396074185791,-5.804075637695,2.83159091591596,-1.53233506646165,-13.0100450515452,19.152676371729,13.6353123630644,-30.8783675092318,4.79478046577243,2.5396047615293,0
"168",201185,13.285301132323,1144,0,0,"Central","Tropical dry forest",9809.513671875,861,14.2,27.225,6.16499476840222,0,7920,0,0,0,0,3580,0,3580,0,0,4120,0,0,13,1.50909378243431,0.600262984878369,4.52263044953616,2.5016447368421,0.34789464996432,0.192434210526316,0.588352272158631,0.411647727841369,15,0.5,"1","5","1","0",39,4.45573128,75,26,0.992,24.6410256410256,10.8205128205128,0.667015384615385,24.2390149147983,-105.524815020444,-30.7376487146204,-72.1372453129997,-51.028210445156,52.3509005980416,14.857492741334,-38.7412439366703,-62.0438582486635,-29.4875576756729,-43.0393540590797,-53.3733800703504,-42.0168045603007,-5.27309973111963,4.46772805584222,-2.84559843191184,-11.984447376737,24.3533966123244,49.8062595504631,-6.90816773393383,-78.3865303905454,7.38539782268986,47.0370294513397,3.2120801794443,30.0898207611944,-30.8700623063233,-10.0849797947372,21.7772144828973,-45.1623408800796,3.37977901095507,-14.6257705125652,-7.53171162267515,6.59783696330063,24.845750290334,31.7388103457963,17.7787574817954,18.2329712835939,-2.58176988383037,-9.3339268037192,-0.789901027138032,23.4427615741313,-25.935049863504,-25.9976172671418,-13.7083448651803,-10.5503131824168,12.7305174540439,8.39759734694297,-3.29581465754452,-9.10213068701481,5.74758742472629,-12.9491832050201,-15.4419167077983,20.3438555109116,0.120253627449194,29.3885968179216,1.41594274135848,5.02387363205462,-14.6942064455361,3.47180784216828,-27.7276335992912,17.5225982234898,-7.82934553425662,2.78152475510665,-0.470618149072744,-13.6541912668891,-4.72697442918889,2.2981686947065,9.83756465504909,-3.0168128758828,-29.6824276704317,-20.6538022791548,-14.7462948908716,0
"172",201189,0,1035,1,21,"Western","Tropical dry forest",14699.865234375,924,14.6333333333333,30.0333333333333,4638.90193612817,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,0,"1","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"173",201190,0,1011,1,100,"Western","Tropical moist deciduous forest",11137.43359375,915,15.5416666666667,30.3333333333333,9976.60427856346,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0,"1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"175",201192,31.5726745237385,1090,1,177,"Western","Tropical moist deciduous forest",5990.369140625,874,14.4916666666667,29.5916666666667,30674.8437275484,0,15140,0,0,0,0,0,0,4860,0,0,0,0,0,18,2.28569936911857,0.870910172516359,9.83256040904742,7.74654377880184,0.54625335605819,0.430363543266769,0.790797710666216,0.209202289333784,180,1,"1","1","0","0",82,10.4524959,76,21,0.99,25.5792682926829,8.32926829268293,0.69549361090311,-38.154718433581,44.455187515949,-37.9635894399963,-40.0664990406823,-40.310727431455,-95.3918836670682,7.87176786303156,12.9293413605087,-23.4447152959589,-1.36256976122934,-12.1373902179602,-25.3965148007397,-49.9449315948083,22.9138892792484,-1.70663708438111,-14.3099813930809,34.4804112174096,-38.6035454358231,-22.2082936324609,-41.1791250723346,46.0661000271696,2.16663783388277,10.944358516582,26.1660773028636,25.0970738505802,-35.1640516791722,-11.331635925998,39.8230963060271,10.3216524305204,13.5111810747119,-30.2317805846747,60.4245057157187,31.3502675425788,-1.71409912015183,29.8466080170169,-20.5014869950059,-1.17918307354175,34.3169354431271,21.123535791157,-14.9804950284125,-25.868827001663,13.2874449472766,-47.1542218027232,-32.1275646921186,34.4552892256991,-11.3460148940062,-36.642721001913,63.78281521599,6.31159589687508,-20.5462164279194,-13.997317965808,-18.6166600154315,19.5557489245076,-17.8854552432977,-14.313231412283,-1.54349775505819,6.97214522811786,14.1510063346037,-6.01627924438352,34.812668082329,63.0664212351961,12.686476984622,-12.3923580425638,-19.2364634134175,12.3377306974902,7.42649101234522,-34.7673941664004,10.2683985681747,-19.4835975460715,-17.1599217268897,14.723928020983,1.82181027926046,0
"178",201196,15.1371372056318,1037,1,182,"Southern","Tropical moist deciduous forest",1896.64208984375,847,13.3416666666667,28.4333333333333,80.3860411924892,0,10000,0,0,0,0,2540,0,1780,0,0,0,0,5000,23,2.85698631126709,0.929752066115702,17.4089825455801,14.2352941176471,0.756912284590438,0.618925831202046,0.911175755564412,0.0888242444355878,80,5,"1","3","1","1",33,4.42737834,55,22,0.992,28.296875,9.03125,0.692206285894697,-23.6088579303974,15.9455493222565,-25.2982385717604,-33.5071974379431,60.1837843683945,38.5403029159913,-34.8291902367349,30.7562769953297,12.6627802936205,-51.4305644345699,67.6610556291307,47.2062362351671,-43.7202360012367,49.9299494943793,3.51144439517658,91.9958928037565,-20.7989636907466,19.3472323167903,-13.6289820569159,35.7010558420334,-11.2023035935785,-23.5431544026568,-23.0474665657849,23.7875187746535,34.2766366188721,-49.9884776575567,-9.15100140542822,2.40770553170105,-16.0630845169564,6.1758221670223,4.6062641784954,-5.87760332054154,-14.6104053413943,45.9873774253984,16.2130182370053,-13.3328506751401,12.0765112954642,30.5676946884507,11.1799197157157,-22.0058598251417,-32.2415760721595,-39.7046561272561,-0.732642101889884,12.7928546297259,-29.8659102221422,3.04827003181531,15.1182403771562,18.4742482472164,-17.8457764154551,-19.4090191072705,0.38383177436461,22.1228949121775,-14.5431711329066,15.2186094681602,42.6770226104439,-12.1094796439151,3.54769021341392,18.4960172993947,52.6055682919434,31.2371203590224,-26.9299486776421,12.9288911307114,4.34404285584884,-9.93426341524349,16.1158579583779,0.9900969763802,-11.1152967679797,5.47233427203048,-23.0180998600389,8.75674296966982,11.4266132597171,-6.64954430619994,0
"180",201198,0,981,1,403,"Southern","Tropical dry forest",14308.7763671875,883,14.1666666666667,28.8333333333333,6870.92543171524,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,0,"1","6","2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"182",201201,18.4940144258657,1314,0,0,"Lusaka","Tropical dry forest",12125.5751953125,822,14.0166666666667,26.4833333333333,1283.73541602704,0,0,15000,0,0,0,0,0,0,0,5000,0,0,0,19,2.4287666862575,0.872354644687013,11.3448816498689,7.83420593368237,0.597099034203624,0.412326628088546,0.824865688656614,0.175134311343386,310,0,"1","3","1","1",33.5,4.75237686,59,28,0.99,27.0454545454545,11.5757575757576,0.686061194029851,17.1155411314288,-60.4595774593915,-23.9546804986443,-48.6717765933846,-19.7764086922989,39.5485244138771,14.1295595332366,-35.8238037985381,-48.3334773699599,-21.4303837507102,-43.182133151629,-60.9543639492274,-45.0425718119708,15.3193550598355,2.2189068441579,-30.9051035017593,-36.3592298200381,40.1538246867205,38.035792619155,11.3031194675477,-67.373658129793,14.7403533218663,58.0331058444241,-12.9285626491079,9.99838328319037,-37.2795640984182,-15.8074366135659,57.3174505743452,-35.040535725185,34.5692885114961,-12.0196289795175,-31.5475539868698,-22.2851788747117,38.6273323489802,20.5624897205597,-25.0947642637302,3.19575961494984,18.796321553272,-2.35252208362942,24.8869740180247,24.9650126383318,28.6020879314692,-23.2165512115338,-15.2658400145613,-33.6698305047581,31.2534344574017,-8.57338102391943,5.03449587058652,-21.00579789354,7.9705093015378,-31.4179936180685,11.2188567105337,-44.6996907392295,-20.3587996677508,6.56341053377347,-3.40327001207899,33.1458942025221,-23.8370877855922,-2.35158864047754,-15.5432748967523,7.34857561138599,3.19104847515452,-4.3436743725361,5.53604538945451,-6.52238446232045,5.53599534970495,-4.15798061873789,-21.3115874946905,-12.092445126028,24.9344921947897,8.15790408602547,16.8692091018086,0
"186",201207,0,1015,1,750,"Western","Tropical moist deciduous forest",12437.712890625,811,15.1083333333333,30.125,10294.3601998876,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,1,"1","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"188",201209,1.38538243473654,1081,0,0,"Western","Tropical moist deciduous forest",39183.46484375,827,13.8833333333333,29.2666666666667,26255.0857415816,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,12,2.12862074618514,0.85,8.40326857458379,6.66666666666667,0.700272381215316,0.555555555555555,0.856620004766273,0.143379995233727,155,1,"1","1","0","0",20,0.66649044,33,15,0.99,12.95,5.15,0.6278856486905,-33.3703969618961,47.3017865683158,-47.7259836601621,-48.7048716048703,-27.4634540830328,-151.282849623948,29.3537977933533,12.4919721826421,-63.6767448917146,-58.8917198944216,20.0527493665423,-10.1474029575142,1.59354631548267,-23.925520975893,-1.29076168398604,-30.5758360932846,6.10640202766394,11.0566208452106,6.78224281890328,21.9499774058209,29.0155100514127,-8.62115633999226,-10.0611633668217,16.3800409996214,20.2101585334707,-1.66271625613292,8.3257851616389,40.532383543379,9.4809855121831,-72.1115021818789,-58.4702605092005,25.0438695690415,-1.51309544351127,24.66386105387,-1.40069090102091,-24.0978230112803,-13.3722763501888,-0.21528003625704,9.02671705214476,-7.07133717323278,6.83449280944166,-10.2234695587225,-6.34855474540959,-2.1269553436629,-4.97316110939012,2.17299548573726,-12.3311199333487,-28.2180872056343,7.9715888163614,13.4658115946646,7.36949994559428,-5.74898227700856,13.1721047903805,1.99145881965909,10.4789445234105,-7.63115527305013,20.4224779383336,-2.96422513067402,-12.0491564501056,12.9415162976098,-9.11703246023434,3.89557200844131,-1.69902278884231,-16.1991128384164,25.7113133766465,9.56351301901556,-2.3438354487222,-35.7140497586973,-25.0884794709501,23.7173852963134,-18.7272749698626,-3.08239094133529,0
