,ID.PLOT,ID.LUS,BIO4,X80.LandUse,X82.Designation,X83.LandTenure,X85.FireOccurrence,X86c.FireAreaM2,X87.FireType,X88.ExpectedFutureTrees,X92.TreeCanopyCoverage,N0,H,Simp,N1,N2,E1,E2,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,FOREST
822,2011714,201171401,3.834884221,321000,7,1,1,0,0,2,0,1,0,0,1,1,1,1,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,55,2,1,1,1,1,0
823,2011714,201171402,6.376825567,324000,7,1,3,1340,2,1,2,6,1.695742534,0.8,5.450691788,5,0.908448631,0.833333333,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,55,2,1,1,1,1,0
824,2011714,201171403,16.56188818,321000,7,1,1,0,0,1,0,3,0.925129084,0.544378698,2.522193813,2.194805195,0.840731271,0.731601732,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,55,2,1,1,1,1,0
825,2011714,201171404,34.39569199,324000,7,1,1,0,0,2,1,2,0.693147181,0.5,2,2,1,1,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,55,2,1,1,1,1,0
826,2011721,201172101,0,312000,90,90,3,5000,2,3,0,0,0,0,0,0,0,0,994,13.38333333,29.74166667,21.53333333,1040,0,0,Western,Tropical dry forest,15408.50098,9342.639889,0,0,1,1,0,1,0
827,2011722,201172201,0,312000,90,90,3,5000,2,3,0,0,0,0,0,0,0,0,994,13.38333333,29.74166667,21.53333333,1040,0,0,Western,Tropical dry forest,15408.50098,9342.639889,0,0,1,1,0,1,0
828,2011723,201172301,0,312000,90,90,3,5000,2,3,0,0,0,0,0,0,0,0,994,13.38333333,29.74166667,21.53333333,1040,0,0,Western,Tropical dry forest,15408.50098,9342.639889,NA,NA,NA,NA,NA,NA,0
829,2011724,201172401,0,312000,90,90,3,1000,2,3,0,0,0,0,0,0,0,0,994,13.38333333,29.74166667,21.53333333,1040,0,0,Western,Tropical dry forest,15408.50098,9342.639889,NA,NA,1,1,0,1,0
830,2011731,201173101,0,322000,90,1,1,NA,0,3,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
831,2011731,201173102,5.588235361,110020,6,4,NA,NA,NA,2,0,1,0,0,1,1,1,1,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
832,2011731,201173103,0,321000,7,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
833,2011731,201173104,0,322000,7,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
834,2011732,201173201,0,324000,90,1,1,NA,0,3,2,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
835,2011732,201173202,0,322000,7,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
836,2011732,201173203,0,110030,6,6,NA,NA,NA,2,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
837,2011733,201173301,0,110020,6,4,NA,NA,0,2,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
838,2011733,201173302,0,322000,7,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
839,2011734,201173403,0.454053355,110030,6,4,NA,NA,NA,2,5,1,0,0,1,1,1,1,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
840,2011734,201173401,2.165485719,110030,90,1,1,NA,0,3,2,1,0,0,1,1,1,1,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
841,2011734,201173402,0,322000,7,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1152,14.175,30.14166667,22.14166667,1042,0,0,Western,Tropical dry forest,2509.668457,791.2264204,0,0,1,1,0,1,0
842,2011741,201174101,0,312000,1,NA,3,5000,2,NA,0,0,0,0,0,0,0,0,994,15.13333333,30.45833333,22.75833333,1019,1,105,Western,Tropical moist deciduous forest,7359.910156,1142.148009,170,1,1,2,1,0,0
843,2011742,201174201,0,312000,NA,NA,3,5000,2,NA,0,0,0,0,0,0,0,0,994,15.13333333,30.45833333,22.75833333,1019,1,105,Western,Tropical moist deciduous forest,7359.910156,1142.148009,180,0,1,1,0,1,0
844,2011743,201174301,0,312000,NA,NA,3,5000,2,NA,0,0,0,0,0,0,0,0,994,15.13333333,30.45833333,22.75833333,1019,1,105,Western,Tropical moist deciduous forest,7359.910156,1142.148009,170,0,1,2,1,1,0
845,2011744,201174401,0,312000,NA,NA,3,5000,2,NA,0,0,0,0,0,0,0,0,994,15.13333333,30.45833333,22.75833333,1019,1,105,Western,Tropical moist deciduous forest,7359.910156,1142.148009,180,1,1,1,1,0,0
849,2011754,201175401,14.07591979,110020,6,6,3,50,2,2,1,2,0.500402424,0.32,1.649384888,1.470588235,0.824692444,0.735294118,946,15,30.21666667,22.58333333,1070,1,NA,Western,Tropical moist deciduous forest,17548.19531,3369.069524,NA,0,1,1,0,0,0
850,2011754,201175402,16.0756722,321000,6,1,NA,NA,NA,NA,1,4,1.320888343,0.71875,3.746748298,3.555555556,0.936687074,0.888888889,946,15,30.21666667,22.58333333,1070,1,NA,Western,Tropical moist deciduous forest,17548.19531,3369.069524,NA,0,1,1,0,0,0
851,2011754,201175403,0,110020,6,6,3,50,2,2,1,0,0,0,0,0,0,0,946,15,30.21666667,22.58333333,1070,1,NA,Western,Tropical moist deciduous forest,17548.19531,3369.069524,NA,0,1,1,0,0,0
852,2011761,201176101,1.09259223,230000,90,6,2,5000,2,3,1,4,1.168518406,0.628099174,3.217222487,2.688888889,0.804305622,0.672222222,925,14.39166667,29.675,22.01666667,1113,1,42,Western,Tropical moist deciduous forest,9770.976563,7089.264747,300,1,1,3,0,0,0
853,2011762,201176201,7.111884033,110030,7,6,2,4280,2,1,2,1,0,0,1,1,1,1,925,14.39166667,29.675,22.01666667,1113,1,42,Western,Tropical moist deciduous forest,9770.976563,7089.264747,90,1,1,3,0,0,0
854,2011762,201176202,4.040501665,230000,90,6,2,720,2,3,1,1,0,0,1,1,1,1,925,14.39166667,29.675,22.01666667,1113,1,42,Western,Tropical moist deciduous forest,9770.976563,7089.264747,90,1,1,3,0,0,0
855,2011763,201176301,3.979957954,230000,90,6,2,5000,2,3,1,3,0.664864224,0.390306122,1.944226524,1.640167364,0.648075508,0.546722455,925,14.39166667,29.675,22.01666667,1113,1,42,Western,Tropical moist deciduous forest,9770.976563,7089.264747,180,1,1,3,0,0,0
856,2011764,201176401,1.042646399,230000,90,6,2,5000,2,3,1,3,1.029653014,0.62,2.800094073,2.631578947,0.933364691,0.877192982,925,14.39166667,29.675,22.01666667,1113,1,42,Western,Tropical moist deciduous forest,9770.976563,7089.264747,270,1,1,3,0,0,0
862,2011781,201178101,40.93163265,110020,7,6,2,4260,2,1,3,11,2.024230396,0.828555976,7.570282583,5.832807571,0.688207508,0.530255234,909,13.25,28.44166667,20.825,1179,1,71,Western,Tropical moist deciduous forest,23203.47656,21241.68583,0,1,1,1,0,0,0
863,2011781,201178102,0,321000,99,6,2,740,2,2,0,0,0,0,0,0,0,0,909,13.25,28.44166667,20.825,1179,1,71,Western,Tropical moist deciduous forest,23203.47656,21241.68583,0,1,1,1,0,0,0
864,2011782,201178202,0,110020,99,6,2,920,2,1,3,0,0,0,0,0,0,0,909,13.25,28.44166667,20.825,1179,1,71,Western,Tropical moist deciduous forest,23203.47656,21241.68583,90,1,1,1,0,0,0
871,2011801,201180101,0,400020,2,4,1,0,0,2,0,0,0,0,0,0,0,0,901,13.51666667,28.43333333,20.94166667,1074,1,601,Central,Tropical moist deciduous forest,4742.843262,946.1091251,360,0,1,3,0,0,0
872,2011802,201180201,2.015840014,230000,2,4,1,0,0,3,0,1,0,0,1,1,1,1,901,13.51666667,28.43333333,20.94166667,1074,1,601,Central,Tropical moist deciduous forest,4742.843262,946.1091251,270,1,1,5,2,0,0
873,2011803,201180301,6.294711836,230000,2,4,2,5000,2,3,1,6,1.05202468,0.499591837,2.863442808,1.998368679,0.477240468,0.333061446,901,13.51666667,28.43333333,20.94166667,1074,1,601,Central,Tropical moist deciduous forest,4742.843262,946.1091251,90,1,1,5,2,0,0
874,2011804,201180401,0,400020,2,4,1,0,0,3,0,0,0,0,0,0,0,0,901,13.51666667,28.43333333,20.94166667,1074,1,601,Central,Tropical moist deciduous forest,4742.843262,946.1091251,360,1,1,5,2,0,0
878,2011814,201181401,0,312000,4,4,NA,NA,NA,3,0,0,0,0,0,0,0,0,932,13.225,27.76666667,20.46666667,1184,1,NA,Central,Tropical moist deciduous forest,20287.31641,4515.906657,350,4,1,2,0,0,0
879,2011814,201181402,14.30635124,110030,4,4,3,4000,2,3,4,6,1.270958607,0.592592593,3.564267656,2.454545455,0.594044609,0.409090909,932,13.225,27.76666667,20.46666667,1184,1,NA,Central,Tropical moist deciduous forest,20287.31641,4515.906657,350,4,1,2,0,0,0
880,2011821,201182101,0,321000,7,6,1,NA,0,3,NA,0,0,0,0,0,0,0,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,287,2,1,3,0,0,0
881,2011821,201182102,12.10728815,110030,90,90,3,1860,2,2,1,1,0,0,1,1,1,1,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,287,2,1,3,0,0,0
882,2011822,201182202,2.946698629,110030,7,6,3,1840,2,2,0,3,0.950270539,0.56,2.58640929,2.272727273,0.86213643,0.757575758,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,233,1,1,3,0,0,0
883,2011822,201182201,2.818102981,321000,7,6,1,0,0,3,0,2,0.636514168,0.444444444,1.889881575,1.8,0.944940787,0.9,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,233,1,1,3,0,0,0
884,2011823,201182302,23.06617342,110030,7,6,3,4600,2,2,2,10,1.854614532,0.77125,6.38923493,4.371584699,0.638923493,0.43715847,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,90,3,3,3,0,0,0
885,2011823,201182301,0,321000,7,6,1,NA,0,3,2,0,0,0,0,0,0,0,943,13.63333333,27.76666667,20.675,1202,0,0,Central,Tropical dry forest,7282.888184,3499.44783,90,3,3,3,0,0,0
891,2011841,201184101,19.93439313,110030,7,1,3,1280,2,2,2,6,1.732867951,0.8125,5.656854249,5.333333333,0.942809042,0.888888889,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,210,1,1,3,0,0,0
892,2011841,201184102,50.70454846,321000,7,1,1,NA,0,2,2,1,0,0,1,1,1,1,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,210,1,1,3,0,0,0
893,2011841,201184103,17.56420788,110030,7,1,3,2680,2,2,2,6,1.747868097,0.816326531,5.742347492,5.444444444,0.957057915,0.907407407,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,210,1,1,3,0,0,0
895,2011843,201184301,13.16879162,110030,7,1,3,2780,2,2,2,5,1.303875529,0.650887574,3.683544726,2.86440678,0.736708945,0.572881356,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,227,1,1,3,0,0,0
896,2011843,201184302,0,321000,7,1,1,NA,0,3,0,0,0,0,0,0,0,0,887,14.21666667,27.35,20.75,1157,0,0,Central,Tropical dry forest,14302.16406,182.3893691,227,1,1,3,0,0,0
898,2011851,201185101,0,324000,7,2,3,3400,2,NA,0,0,0,0,0,0,0,0,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,NA,NA,1,4,1,0,0
899,2011851,201185102,14.91351812,110020,7,2,3,1600,2,2,2,2,0.304636097,0.165289256,1.356131413,1.198019802,0.678065707,0.599009901,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,NA,NA,1,4,1,0,0
900,2011852,201185201,12.4754875,312000,7,2,3,1920,2,2,1,1,0,0,1,1,1,1,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,167.5,0,1,4,1,0,0
901,2011852,201185202,28.58665079,110020,7,2,3,1420,2,2,3,4,1.035695964,0.557823129,2.817066129,2.261538462,0.704266532,0.565384615,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,167.5,0,1,4,1,0,0
902,2011852,201185203,0,312000,7,2,2,1660,2,2,1,0,0,0,0,0,0,0,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,167.5,0,1,4,1,0,0
903,2011853,201185301,40.23550734,110020,7,2,3,352,2,2,3,11,1.641686872,0.688093499,5.163872961,3.206088993,0.469442996,0.291462636,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,NA,0,1,5,0,1,0
904,2011853,201185302,0,332000,7,4,3,760,2,NA,0,0,0,0,0,0,0,0,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,NA,0,1,5,0,1,0
905,2011853,201185303,0,110020,7,2,3,720,2,2,3,0,0,0,0,0,0,0,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,NA,0,1,5,0,1,0
906,2011854,201185401,0,324000,7,2,3,720,2,2,0,0,0,0,0,0,0,0,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,15,1,1,5,0,0,0
907,2011854,201185402,21.33960587,110020,7,2,3,700,2,2,1,4,1.386294361,0.75,4,4,1,1,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,15,1,1,5,0,0,0
908,2011854,201185403,0,321000,7,2,2,720,2,2,0,0,0,0,0,0,0,0,859,14.18333333,27.2,20.65833333,1144,0,0,Central,Tropical dry forest,9809.513672,6.164994768,15,1,1,5,0,0,0
920,2011891,201189101,0,312000,90,90,2,5000,2,NA,0,0,0,0,0,0,0,0,918,14.625,30.03333333,22.3,1035,1,21,Western,Tropical dry forest,14699.86523,4638.901936,270,0,1,1,0,1,0
921,2011892,201189201,0,312000,90,90,2,5000,2,NA,0,0,0,0,0,0,0,0,918,14.625,30.03333333,22.3,1035,1,21,Western,Tropical dry forest,14699.86523,4638.901936,289,0,1,1,0,1,0
922,2011893,201189301,0,312000,90,90,2,5000,2,NA,0,0,0,0,0,0,0,0,918,14.625,30.03333333,22.3,1035,1,21,Western,Tropical dry forest,14699.86523,4638.901936,230,1,1,1,0,1,0
923,2011894,201189401,0,312000,90,90,2,5000,2,NA,0,0,0,0,0,0,0,0,918,14.625,30.03333333,22.3,1035,1,21,Western,Tropical dry forest,14699.86523,4638.901936,210,0,1,1,1,1,0
924,2011901,201190101,0,312000,90,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,0,1,1,1,1,0
925,2011902,201190201,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,1,1,1,1,0,0
926,2011903,201190301,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,0,1,1,0,1,0
927,2011904,201190401,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,0,1,1,1,1,0
933,2011922,201192201,0,321000,90,1,1,0,0,2,0,0,0,0,0,0,0,0,871,14.58333333,29.69166667,22.11666667,1090,1,177,Western,Tropical moist deciduous forest,5990.369141,30674.84373,90,1,1,1,0,0,0
934,2011922,201192202,352.2452276,110020,90,6,1,0,0,2,1,12,1.99714826,0.812561983,7.368014448,5.335097002,0.614001204,0.444591417,871,14.58333333,29.69166667,22.11666667,1090,1,177,Western,Tropical moist deciduous forest,5990.369141,30674.84373,90,1,1,1,0,0,0
945,2011961,201196101,0,400020,6,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,841,13.46666667,28.6,21.01666667,1037,1,182,Southern,Tropical moist deciduous forest,1896.64209,80.38604119,NA,NA,NA,NA,NA,NA,0
947,2011963,201196301,11.14282023,332000,6,1,1,680,0,2,0,1,0,0,1,1,1,1,841,13.46666667,28.6,21.01666667,1037,1,182,Southern,Tropical moist deciduous forest,1896.64209,80.38604119,120,5,1,3,1,1,0
948,2011963,201196302,1.158796173,321000,1,1,1,1780,0,2,0,2,0.693147181,0.5,2,2,1,1,841,13.46666667,28.6,21.01666667,1037,1,182,Southern,Tropical moist deciduous forest,1896.64209,80.38604119,120,5,1,3,1,1,0
949,2011963,201196303,5.053429306,312000,6,6,1,2540,0,3,0,3,0.867563228,0.5,2.381101578,2,0.793700526,0.666666667,841,13.46666667,28.6,21.01666667,1037,1,182,Southern,Tropical moist deciduous forest,1896.64209,80.38604119,120,5,1,3,1,1,0
956,2011981,201198101,0,312000,90,6,2,5000,2,3,0,0,0,0,0,0,0,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,309,0,1,6,2,0,0
957,2011982,201198201,0,312000,90,6,2,5000,2,3,0,0,0,0,0,0,0,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,130,0,1,6,2,0,0
958,2011983,201198301,0,312000,90,6,2,5000,2,3,0,0,0,0,0,0,0,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,305,1,1,6,2,0,0
959,2011984,201198401,0,312000,90,6,2,5000,2,3,0,0,0,0,0,0,0,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,330,0,1,6,2,0,0
960,2011991,201199101,0,313000,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
961,2011992,201199201,0,313000,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
962,2011993,201199301,0,313000,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
963,2011994,201199401,0,313000,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
969,2012012,201201201,3.757345993,323000,4,2,1,NA,0,3,0,2,0.693147181,0.5,2,2,1,1,823,13.88333333,26.19166667,20.01666667,1314,0,0,Lusaka,Tropical dry forest,12125.5752,1283.735416,310,0,1,3,1,0,0
984,2012071,201207101,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,806,15.18333333,30.21666667,22.66666667,1015,1,750,Western,Tropical moist deciduous forest,12437.71289,10294.3602,290,1,1,1,0,1,0
985,2012072,201207201,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,806,15.18333333,30.21666667,22.66666667,1015,1,750,Western,Tropical moist deciduous forest,12437.71289,10294.3602,290,0,1,1,0,1,0
986,2012073,201207301,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,806,15.18333333,30.21666667,22.66666667,1015,1,750,Western,Tropical moist deciduous forest,12437.71289,10294.3602,290,1,1,1,0,1,0
987,2012074,201207401,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,806,15.18333333,30.21666667,22.66666667,1015,1,750,Western,Tropical moist deciduous forest,12437.71289,10294.3602,270,1,1,1,0,1,0
992,2012091,201209101,3.508801349,230000,6,6,NA,5000,NA,NA,0,6,1.599507343,0.7712,4.950592879,4.370629371,0.825098813,0.728438228,824,13.975,29.35,21.64166667,1081,0,0,Western,Tropical moist deciduous forest,39183.46484,26255.08574,360,1,1,1,0,0,0
993,2012092,201209201,0,230000,90,6,NA,NA,NA,NA,0,0,0,0,0,0,0,0,824,13.975,29.35,21.64166667,1081,0,0,Western,Tropical moist deciduous forest,39183.46484,26255.08574,40,1,1,1,0,0,0
994,2012093,201209301,0.051789798,230000,90,6,NA,NA,NA,NA,0,1,0,0,1,1,1,1,824,13.975,29.35,21.64166667,1081,0,0,Western,Tropical moist deciduous forest,39183.46484,26255.08574,70,1,1,1,0,0,0
995,2012094,201209401,0.595556157,230000,90,6,NA,5000,NA,NA,0,8,1.839296748,0.792899408,6.292111764,4.828571429,0.786513971,0.603571429,824,13.975,29.35,21.64166667,1081,0,0,Western,Tropical moist deciduous forest,39183.46484,26255.08574,270,1,1,1,0,0,0
1004,2012131,201213101,1.0320478,312000,90,6,2,5000,2,3,1,3,0.992281975,0.602040816,2.697382814,2.512820513,0.899127605,0.837606838,818,13.2,28.35833333,20.75833333,1033,1,168,Southern,Tropical dry forest,27993.80469,11341.66381,63,1,1,5,2,1,0
1006,2012133,201213301,1.754234787,312000,90,6,2,5000,2,3,1,6,1.497866137,0.7,4.472135955,3.333333333,0.745355992,0.555555556,818,13.2,28.35833333,20.75833333,1033,1,168,Southern,Tropical dry forest,27993.80469,11341.66381,190,1,1,5,2,0,0
1007,2012134,201213401,3.343847384,312000,90,6,2,5000,2,3,0,3,0.702918931,0.3984375,2.019639299,1.662337662,0.6732131,0.554112554,818,13.2,28.35833333,20.75833333,1033,1,168,Southern,Tropical dry forest,27993.80469,11341.66381,301,0,1,5,2,1,0
1008,2012141,201214101,7.70985889,312000,99,6,2,5000,2,2,1,8,1.86124304,0.815816857,6.431726695,5.429378531,0.803965837,0.678672316,827,13.54166667,28.58333333,21.04166667,997,1,368,Southern,Tropical dry forest,6483.788086,3687.331656,90,2,1,6,2,1,0
1009,2012142,201214201,8.363669762,312000,99,6,2,5000,2,2,1,4,0.989997781,0.558823529,2.691228502,2.266666667,0.672807125,0.566666667,827,13.54166667,28.58333333,21.04166667,997,1,368,Southern,Tropical dry forest,6483.788086,3687.331656,80,1,1,6,2,1,0
1010,2012143,201214301,9.256839924,312000,99,6,2,5000,2,2,1,8,1.707821163,0.765,5.516927884,4.255319149,0.689615985,0.531914894,827,13.54166667,28.58333333,21.04166667,997,1,368,Southern,Tropical dry forest,6483.788086,3687.331656,100,1,1,6,2,1,0
1011,2012144,201214401,0,321000,7,6,1,1500,0,2,1,0,0,0,0,0,0,0,827,13.54166667,28.58333333,21.04166667,997,1,368,Southern,Tropical dry forest,6483.788086,3687.331656,50,2,1,6,2,1,0
1012,2012144,201214402,6.658784296,110020,99,6,2,2000,2,2,1,3,1.039720771,0.625,2.828427125,2.666666667,0.942809042,0.888888889,827,13.54166667,28.58333333,21.04166667,997,1,368,Southern,Tropical dry forest,6483.788086,3687.331656,50,2,1,6,2,1,0
1013,2012151,201215101,0.036754115,230000,90,6,3,5000,2,2,1,1,0,0,1,1,1,1,805,13.83333333,28.63333333,21.21666667,1025,1,120,Southern,Tropical dry forest,6540.842773,8503.980418,0,0,1,6,2,0,0
1014,2012152,201215201,0.141919653,230000,90,6,3,5000,2,2,1,1,0,0,1,1,1,1,805,13.83333333,28.63333333,21.21666667,1025,1,120,Southern,Tropical dry forest,6540.842773,8503.980418,0,0,1,6,2,0,0
1015,2012153,201215301,0.60767607,230000,90,6,3,5000,2,2,1,2,0.450561209,0.277777778,1.569192583,1.384615385,0.784596292,0.692307692,805,13.83333333,28.63333333,21.21666667,1025,1,120,Southern,Tropical dry forest,6540.842773,8503.980418,0,0,1,6,2,0,0
1016,2012154,201215401,0,230000,90,6,3,5000,2,2,1,0,0,0,0,0,0,0,805,13.83333333,28.63333333,21.21666667,1025,1,120,Southern,Tropical dry forest,6540.842773,8503.980418,0,0,1,6,2,0,0
1021,2012181,201218101,0,110020,6,6,1,NA,NA,1,2,0,0,0,0,0,0,0,746,14.45833333,29.96666667,22.18333333,1021,0,0,Western,Tropical dry forest,27745.68164,15903.10743,NA,0,1,1,1,0,0
